,id_num,picture_num,race,Male,facial_hair,age,glasses,quality
090418_2M47.jpg,90418,2,B,1,,31,,GOOD
197138_05M31.jpg,197138,5,B,1,,15,,GOOD
062174_0M46.jpg,62174,0,B,1,,30,,GOOD
120115_06M36.jpg,120115,6,B,1,,20,,GOOD
319380_02M18.jpg,319380,2,B,1,,2,,GOOD
090071_1M44.jpg,90071,1,B,1,,28,,GOOD
084125_0M38.jpg,84125,0,B,1,,22,,GOOD
290517_01M19.jpg,290517,1,B,1,,3,,GOOD
151982_03M35.jpg,151982,3,B,1,,19,,GOOD
275255_02M21.jpg,275255,2,B,1,,5,,GOOD
082278_08F40.jpg,82278,8,W,-1,,24,,GOOD
324295_02M17.jpg,324295,2,B,1,,1,,GOOD
240315_01M23.jpg,240315,1,B,1,,7,,GOOD
060125_1M45.jpg,60125,1,W,1,,29,,GOOD
087852_8M37.jpg,87852,8,B,1,,21,,GOOD
035838_16M54.jpg,35838,16,B,1,,38,,GOOD
309846_03M19.jpg,309846,3,B,1,,3,,GOOD
052011_1M48.jpg,52011,1,B,1,,32,,GOOD
328100_00M22.jpg,328100,0,B,1,,6,,GOOD
281555_03M37.jpg,281555,3,W,1,,21,,GOOD
315062_00M16.jpg,315062,0,B,1,,0,,GOOD
318955_01M17.jpg,318955,1,B,1,,1,,GOOD
329380_03M41.jpg,329380,3,W,1,,25,,GOOD
235739_02M45.jpg,235739,2,B,1,,29,,GOOD
346569_01M20.jpg,346569,1,B,1,,4,,GOOD
165590_00M29.jpg,165590,0,B,1,,13,,GOOD
325613_02F24.jpg,325613,2,B,-1,,8,,GOOD
320459_02M18.jpg,320459,2,B,1,,2,,GOOD
157843_03F36.jpg,157843,3,W,-1,,20,,GOOD
222117_02M25.jpg,222117,2,B,1,,9,,GOOD
294328_05M20.jpg,294328,5,B,1,,4,,GOOD
206460_03F38.jpg,206460,3,B,-1,,22,,GOOD
318889_00M16.jpg,318889,0,B,1,,0,,GOOD
304771_04M24.jpg,304771,4,B,1,,8,,GOOD
331689_01M34.jpg,331689,1,W,1,,18,,GOOD
100333_03F43.jpg,100333,3,B,-1,,27,,GOOD
079456_2M39.jpg,79456,2,B,1,,23,,GOOD
247671_04M26.jpg,247671,4,B,1,,10,,GOOD
065143_3M46.jpg,65143,3,B,1,,30,,GOOD
124223_0M35.jpg,124223,0,B,1,,19,,GOOD
334535_02F19.jpg,334535,2,B,-1,,3,,GOOD
301817_04M27.jpg,301817,4,W,1,,11,,GOOD
336131_00M16.jpg,336131,0,H,1,,0,,GOOD
164777_03M31.jpg,164777,3,W,1,,15,,GOOD
171742_01F45.jpg,171742,1,W,-1,,29,,GOOD
250393_02M23.jpg,250393,2,B,1,,7,,GOOD
240801_00F22.jpg,240801,0,B,-1,,6,,GOOD
289340_02M26.jpg,289340,2,B,1,,10,,GOOD
122444_0M41.jpg,122444,0,B,1,,25,,GOOD
127245_02M39.jpg,127245,2,H,1,,23,,GOOD
331671_01M16.jpg,331671,1,B,1,,0,,GOOD
090076_0M43.jpg,90076,0,B,1,,27,,GOOD
330384_00M48.jpg,330384,0,B,1,,32,,GOOD
218902_00M25.jpg,218902,0,B,1,,9,,GOOD
090134_2M50.jpg,90134,2,B,1,,34,,GOOD
104685_0M41.jpg,104685,0,B,1,,25,,GOOD
078570_0F50.jpg,78570,0,B,-1,,34,,GOOD
051283_8M49.jpg,51283,8,W,1,,33,,GOOD
099843_03M43.jpg,99843,3,B,1,,27,,GOOD
292921_02M20.jpg,292921,2,B,1,,4,,GOOD
070916_1M38.jpg,70916,1,B,1,,22,,GOOD
098893_01M61.jpg,98893,1,B,1,,45,,GOOD
309349_02M18.jpg,309349,2,W,1,,2,,GOOD
235500_11M37.jpg,235500,11,B,1,,21,,GOOD
121452_0M39.jpg,121452,0,B,1,,23,,GOOD
038587_1M52.jpg,38587,1,B,1,,36,,GOOD
248509_02M40.jpg,248509,2,B,1,,24,,GOOD
131690_0M38.jpg,131690,0,B,1,,22,,GOOD
337683_00M24.jpg,337683,0,B,1,,8,,GOOD
227348_03M26.jpg,227348,3,W,1,,10,,GOOD
251871_03M22.jpg,251871,3,B,1,,6,,GOOD
318473_01F31.jpg,318473,1,B,-1,,15,,GOOD
279760_00M56.jpg,279760,0,W,1,,40,,GOOD
124671_02M34.jpg,124671,2,B,1,,18,,GOOD
341772_01M18.jpg,341772,1,B,1,,2,,GOOD
110387_05M37.jpg,110387,5,B,1,,21,,GOOD
346215_02M21.jpg,346215,2,I,1,,5,,GOOD
226797_04F28.jpg,226797,4,B,-1,,12,,GOOD
132002_03M44.jpg,132002,3,W,1,,28,,GOOD
292848_02M32.jpg,292848,2,B,1,,16,,GOOD
253782_00F36.jpg,253782,0,B,-1,,20,,GOOD
120397_3F34.jpg,120397,3,B,-1,,18,,GOOD
317019_00M27.jpg,317019,0,B,1,,11,,GOOD
165997_06F50.jpg,165997,6,B,-1,,34,,GOOD
296426_02M19.jpg,296426,2,B,1,,3,,GOOD
056968_03F49.jpg,56968,3,B,-1,,33,,GOOD
331076_04M18.jpg,331076,4,B,1,,2,,GOOD
254296_01M36.jpg,254296,1,B,1,,20,,GOOD
047621_4M47.jpg,47621,4,B,1,,31,,GOOD
247345_04M23.jpg,247345,4,B,1,,7,,GOOD
100276_05M36.jpg,100276,5,B,1,,20,,GOOD
043276_2M51.jpg,43276,2,B,1,,35,,GOOD
327163_02M19.jpg,327163,2,B,1,,3,,GOOD
130231_01M36.jpg,130231,1,B,1,,20,,GOOD
168855_00M46.jpg,168855,0,B,1,,30,,GOOD
115118_1M42.jpg,115118,1,B,1,,26,,GOOD
313957_01M18.jpg,313957,1,B,1,,2,,GOOD
269295_02M21.jpg,269295,2,B,1,,5,,GOOD
065649_3M48.jpg,65649,3,B,1,,32,,GOOD
098450_1M39.jpg,98450,1,B,1,,23,,GOOD
340102_02M20.jpg,340102,2,B,1,,4,,GOOD
338366_02M17.jpg,338366,2,B,1,,1,,GOOD
050705_0M46.jpg,50705,0,B,1,,30,,GOOD
176017_02M30.jpg,176017,2,B,1,,14,,GOOD
316428_01M56.jpg,316428,1,W,1,,40,,GOOD
263072_04M20.jpg,263072,4,B,1,,4,,GOOD
287534_01M49.jpg,287534,1,W,1,,33,,GOOD
110901_5M33.jpg,110901,5,B,1,,17,,GOOD
212306_00M25.jpg,212306,0,B,1,,9,,GOOD
173355_00M46.jpg,173355,0,W,1,,30,,GOOD
098811_03M47.jpg,98811,3,B,1,,31,,GOOD
202183_03M26.jpg,202183,3,B,1,,10,,GOOD
182212_00M52.jpg,182212,0,W,1,,36,,GOOD
247612_02F24.jpg,247612,2,B,-1,,8,,GOOD
322609_02M47.jpg,322609,2,B,1,,31,,GOOD
284531_05M22.jpg,284531,5,B,1,,6,,GOOD
179677_00M35.jpg,179677,0,W,1,,19,,GOOD
109153_05M48.jpg,109153,5,I,1,,32,,GOOD
070779_2M38.jpg,70779,2,W,1,,22,,GOOD
100978_1M34.jpg,100978,1,W,1,,18,,GOOD
113551_3M37.jpg,113551,3,B,1,,21,,GOOD
275698_01M39.jpg,275698,1,W,1,,23,,GOOD
038126_0M52.jpg,38126,0,B,1,,36,,GOOD
054402_0M41.jpg,54402,0,W,1,,25,,GOOD
277737_00M40.jpg,277737,0,B,1,,24,,GOOD
097174_00M46.jpg,97174,0,W,1,,30,,GOOD
049163_2M46.jpg,49163,2,B,1,,30,,GOOD
282333_00M20.jpg,282333,0,B,1,,4,,GOOD
351086_00M16.jpg,351086,0,B,1,,0,,GOOD
138789_10M34.jpg,138789,10,B,1,,18,,GOOD
278248_04F24.jpg,278248,4,W,-1,,8,,GOOD
309868_01M20.jpg,309868,1,B,1,,4,,GOOD
311927_00M41.jpg,311927,0,B,1,,25,,GOOD
321217_02M17.jpg,321217,2,B,1,,1,,GOOD
178014_03M31.jpg,178014,3,B,1,,15,,GOOD
102174_1M34.jpg,102174,1,W,1,,18,,GOOD
298018_00M20.jpg,298018,0,B,1,,4,,GOOD
058106_1F46.jpg,58106,1,B,-1,,30,,GOOD
291465_00M18.jpg,291465,0,B,1,,2,,GOOD
287768_03M21.jpg,287768,3,B,1,,5,,GOOD
054226_0M48.jpg,54226,0,B,1,,32,,GOOD
053653_30M48.jpg,53653,30,W,1,,32,,GOOD
125273_1M33.jpg,125273,1,B,1,,17,,GOOD
337208_01M39.jpg,337208,1,W,1,,23,,GOOD
262632_02F32.jpg,262632,2,W,-1,,16,,GOOD
109670_2M32.jpg,109670,2,B,1,,16,,GOOD
241385_02M23.jpg,241385,2,B,1,,7,,GOOD
164223_03M30.jpg,164223,3,B,1,,14,,GOOD
050192_5M45.jpg,50192,5,B,1,,29,,GOOD
064590_2M35.jpg,64590,2,B,1,,19,,GOOD
100553_1F40.jpg,100553,1,B,-1,,24,,GOOD
329802_02M19.jpg,329802,2,B,1,,3,,GOOD
131174_06M42.jpg,131174,6,B,1,,26,,GOOD
106907_16M36.jpg,106907,16,B,1,,20,,GOOD
105642_4M35.jpg,105642,4,B,1,,19,,GOOD
272151_01M22.jpg,272151,1,B,1,,6,,GOOD
061404_3M41.jpg,61404,3,B,1,,25,,GOOD
240801_03F24.jpg,240801,3,B,-1,,8,,GOOD
301572_04M20.jpg,301572,4,B,1,,4,,GOOD
206940_04F41.jpg,206940,4,B,-1,,25,,GOOD
218892_01M25.jpg,218892,1,B,1,,9,,GOOD
324180_00F22.jpg,324180,0,B,-1,,6,,GOOD
330486_04F29.jpg,330486,4,W,-1,,13,,GOOD
223393_02M29.jpg,223393,2,B,1,,13,,GOOD
328427_01M16.jpg,328427,1,H,1,,0,,GOOD
289345_02M24.jpg,289345,2,B,1,,8,,GOOD
331076_05M18.jpg,331076,5,B,1,,2,,GOOD
200382_01F44.jpg,200382,1,W,-1,,28,,GOOD
178861_02M42.jpg,178861,2,W,1,,26,,GOOD
292385_04M20.jpg,292385,4,B,1,,4,,GOOD
124980_2M49.jpg,124980,2,W,1,,33,,GOOD
321339_07M20.jpg,321339,7,B,1,,4,,GOOD
256773_02M23.jpg,256773,2,B,1,,7,,GOOD
283882_01M21.jpg,283882,1,B,1,,5,,GOOD
293756_01M25.jpg,293756,1,B,1,,9,,GOOD
229625_02M26.jpg,229625,2,B,1,,10,,GOOD
059361_4M57.jpg,59361,4,B,1,,41,,GOOD
053444_2M57.jpg,53444,2,B,1,,41,,GOOD
305992_02M39.jpg,305992,2,B,1,,23,,GOOD
325110_00M37.jpg,325110,0,B,1,,21,,GOOD
118881_1M39.jpg,118881,1,B,1,,23,,GOOD
137120_10M37.jpg,137120,10,B,1,,21,,GOOD
053090_1M50.jpg,53090,1,W,1,,34,,GOOD
059843_1M41.jpg,59843,1,W,1,,25,,GOOD
182745_02M31.jpg,182745,2,B,1,,15,,GOOD
073874_02M45.jpg,73874,2,B,1,,29,,GOOD
190358_01F29.jpg,190358,1,B,-1,,13,,GOOD
120712_02M55.jpg,120712,2,B,1,,39,,GOOD
111876_1M34.jpg,111876,1,B,1,,18,,GOOD
076493_01M56.jpg,76493,1,B,1,,40,,GOOD
241376_00M23.jpg,241376,0,B,1,,7,,GOOD
142003_00M35.jpg,142003,0,B,1,,19,,GOOD
281385_02M26.jpg,281385,2,B,1,,10,,GOOD
321217_00M17.jpg,321217,0,B,1,,1,,GOOD
294918_05M20.jpg,294918,5,W,1,,4,,GOOD
284991_01M18.jpg,284991,1,B,1,,2,,GOOD
268851_02M24.jpg,268851,2,B,1,,8,,GOOD
320801_02M37.jpg,320801,2,B,1,,21,,GOOD
289754_04M20.jpg,289754,4,W,1,,4,,GOOD
052858_1F46.jpg,52858,1,W,-1,,30,,GOOD
247613_04M23.jpg,247613,4,B,1,,7,,GOOD
341305_01F23.jpg,341305,1,B,-1,,7,,GOOD
175671_00M29.jpg,175671,0,B,1,,13,,GOOD
284485_03M20.jpg,284485,3,B,1,,4,,GOOD
308573_16M52.jpg,308573,16,W,1,,36,,GOOD
070318_1M41.jpg,70318,1,B,1,,25,,GOOD
051019_4M44.jpg,51019,4,W,1,,28,,GOOD
102531_17F35.jpg,102531,17,W,-1,,19,,GOOD
063760_2M43.jpg,63760,2,B,1,,27,,GOOD
258946_02F29.jpg,258946,2,B,-1,,13,,GOOD
094209_02M38.jpg,94209,2,B,1,,22,,GOOD
260805_00M22.jpg,260805,0,B,1,,6,,GOOD
102286_07M41.jpg,102286,7,B,1,,25,,GOOD
314597_00F38.jpg,314597,0,W,-1,,22,,GOOD
140146_00M48.jpg,140146,0,B,1,,32,,GOOD
212331_02M45.jpg,212331,2,B,1,,29,,GOOD
076971_2M37.jpg,76971,2,B,1,,21,,GOOD
116709_2M42.jpg,116709,2,B,1,,26,,GOOD
298469_07F42.jpg,298469,7,B,-1,,26,,GOOD
187591_02F53.jpg,187591,2,B,-1,,37,,GOOD
164561_00M43.jpg,164561,0,B,1,,27,,GOOD
216483_04M36.jpg,216483,4,B,1,,20,,GOOD
322666_00M16.jpg,322666,0,B,1,,0,,GOOD
280986_00M19.jpg,280986,0,B,1,,3,,GOOD
308782_01M31.jpg,308782,1,B,1,,15,,GOOD
120446_1M32.jpg,120446,1,W,1,,16,,GOOD
328651_00M17.jpg,328651,0,B,1,,1,,GOOD
308707_06M19.jpg,308707,6,B,1,,3,,GOOD
133896_0M34.jpg,133896,0,B,1,,18,,GOOD
129390_03M38.jpg,129390,3,B,1,,22,,GOOD
053102_01M51.jpg,53102,1,B,1,,35,,GOOD
314823_03F18.jpg,314823,3,B,-1,,2,,GOOD
352471_00M18.jpg,352471,0,B,1,,2,,GOOD
263120_07M22.jpg,263120,7,B,1,,6,,GOOD
064250_3M43.jpg,64250,3,B,1,,27,,GOOD
311753_00M17.jpg,311753,0,B,1,,1,,GOOD
117697_9F35.jpg,117697,9,B,-1,,19,,GOOD
325829_00M18.jpg,325829,0,W,1,,2,,GOOD
104180_0F39.jpg,104180,0,B,-1,,23,,GOOD
299698_02M18.jpg,299698,2,B,1,,2,,GOOD
117899_0M36.jpg,117899,0,B,1,,20,,GOOD
049459_1M45.jpg,49459,1,B,1,,29,,GOOD
322692_04M32.jpg,322692,4,B,1,,16,,GOOD
273863_03M43.jpg,273863,3,B,1,,27,,GOOD
082940_1M36.jpg,82940,1,B,1,,20,,GOOD
129390_2M36.jpg,129390,2,B,1,,20,,GOOD
147659_03M32.jpg,147659,3,B,1,,16,,GOOD
054547_4M43.jpg,54547,4,B,1,,27,,GOOD
307586_08M42.jpg,307586,8,B,1,,26,,GOOD
334788_05M18.jpg,334788,5,H,1,,2,,GOOD
188554_02M29.jpg,188554,2,W,1,,13,,GOOD
321339_05M20.jpg,321339,5,B,1,,4,,GOOD
209067_03M46.jpg,209067,3,B,1,,30,,GOOD
311955_00F25.jpg,311955,0,W,-1,,9,,GOOD
086701_0M36.jpg,86701,0,B,1,,20,,GOOD
330798_02M25.jpg,330798,2,W,1,,9,,GOOD
227348_08M26.jpg,227348,8,W,1,,10,,GOOD
282162_03M20.jpg,282162,3,B,1,,4,,GOOD
050016_1M52.jpg,50016,1,B,1,,36,,GOOD
209893_01M34.jpg,209893,1,B,1,,18,,GOOD
204394_03F27.jpg,204394,3,B,-1,,11,,GOOD
115850_04M36.jpg,115850,4,B,1,,20,,GOOD
285512_05M21.jpg,285512,5,B,1,,5,,GOOD
203760_01F32.jpg,203760,1,B,-1,,16,,GOOD
336225_03M55.jpg,336225,3,B,1,,39,,GOOD
258591_02M46.jpg,258591,2,W,1,,30,,GOOD
144047_13M42.jpg,144047,13,W,1,,26,,GOOD
264686_05M38.jpg,264686,5,B,1,,22,,GOOD
097019_6M36.jpg,97019,6,B,1,,20,,GOOD
181944_01M29.jpg,181944,1,B,1,,13,,GOOD
236861_02M43.jpg,236861,2,W,1,,27,,GOOD
115047_02F45.jpg,115047,2,B,-1,,29,,GOOD
055696_14F47.jpg,55696,14,B,-1,,31,,GOOD
310862_00M18.jpg,310862,0,B,1,,2,,GOOD
281335_02M21.jpg,281335,2,B,1,,5,,GOOD
276796_00M53.jpg,276796,0,B,1,,37,,GOOD
207657_00M56.jpg,207657,0,B,1,,40,,GOOD
280649_01M21.jpg,280649,1,B,1,,5,,GOOD
215374_00F27.jpg,215374,0,B,-1,,11,,GOOD
088082_5M37.jpg,88082,5,B,1,,21,,GOOD
270312_00M20.jpg,270312,0,B,1,,4,,GOOD
179347_01M29.jpg,179347,1,B,1,,13,,GOOD
276230_02M23.jpg,276230,2,B,1,,7,,GOOD
042379_1F49.jpg,42379,1,B,-1,,33,,GOOD
256328_04M23.jpg,256328,4,B,1,,7,,GOOD
077213_3M39.jpg,77213,3,B,1,,23,,GOOD
277642_02F40.jpg,277642,2,W,-1,,24,,GOOD
069975_17M52.jpg,69975,17,W,1,,36,,GOOD
319950_01M18.jpg,319950,1,B,1,,2,,GOOD
224468_02M26.jpg,224468,2,B,1,,10,,GOOD
210624_11M36.jpg,210624,11,B,1,,20,,GOOD
347190_01F33.jpg,347190,1,W,-1,,17,,GOOD
297730_02M21.jpg,297730,2,B,1,,5,,GOOD
056485_06F49.jpg,56485,6,B,-1,,33,,GOOD
173355_05M47.jpg,173355,5,W,1,,31,,GOOD
165810_01M43.jpg,165810,1,B,1,,27,,GOOD
326447_01M32.jpg,326447,1,B,1,,16,,GOOD
188313_01M29.jpg,188313,1,B,1,,13,,GOOD
110006_2M46.jpg,110006,2,W,1,,30,,GOOD
082440_2M43.jpg,82440,2,B,1,,27,,GOOD
121079_14M42.jpg,121079,14,B,1,,26,,GOOD
074603_2M43.jpg,74603,2,B,1,,27,,GOOD
301504_00F24.jpg,301504,0,B,-1,,8,,GOOD
124236_2M33.jpg,124236,2,B,1,,17,,GOOD
158175_06M55.jpg,158175,6,B,1,,39,,GOOD
320624_00F27.jpg,320624,0,B,-1,,11,,GOOD
221263_01M25.jpg,221263,1,W,1,,9,,GOOD
054793_0M44.jpg,54793,0,B,1,,28,,GOOD
299999_02M39.jpg,299999,2,W,1,,23,,GOOD
282002_05M22.jpg,282002,5,W,1,,6,,GOOD
131274_25M37.jpg,131274,25,B,1,,21,,GOOD
313306_01M22.jpg,313306,1,B,1,,6,,GOOD
259187_00M29.jpg,259187,0,B,1,,13,,GOOD
125460_2M32.jpg,125460,2,B,1,,16,,GOOD
126364_03M45.jpg,126364,3,B,1,,29,,GOOD
316489_03M17.jpg,316489,3,B,1,,1,,GOOD
297730_00M20.jpg,297730,0,B,1,,4,,GOOD
292983_02M19.jpg,292983,2,W,1,,3,,GOOD
154118_02F41.jpg,154118,2,B,-1,,25,,GOOD
288175_02M26.jpg,288175,2,W,1,,10,,GOOD
138281_3M35.jpg,138281,3,B,1,,19,,GOOD
320738_03M18.jpg,320738,3,B,1,,2,,GOOD
138044_03M44.jpg,138044,3,B,1,,28,,GOOD
112311_6M35.jpg,112311,6,W,1,,19,,GOOD
035110_1M52.jpg,35110,1,B,1,,36,,GOOD
260252_00M22.jpg,260252,0,B,1,,6,,GOOD
281215_01M23.jpg,281215,1,W,1,,7,,GOOD
200208_01F45.jpg,200208,1,B,-1,,29,,GOOD
291517_07M19.jpg,291517,7,B,1,,3,,GOOD
281320_00M41.jpg,281320,0,B,1,,25,,GOOD
102295_5M33.jpg,102295,5,B,1,,17,,GOOD
316612_03M32.jpg,316612,3,B,1,,16,,GOOD
295218_01M18.jpg,295218,1,B,1,,2,,GOOD
069282_4M48.jpg,69282,4,B,1,,32,,GOOD
323104_00M28.jpg,323104,0,H,1,,12,,GOOD
291033_06M22.jpg,291033,6,W,1,,6,,GOOD
294596_02M20.jpg,294596,2,B,1,,4,,GOOD
132342_00M42.jpg,132342,0,B,1,,26,,GOOD
348736_00M16.jpg,348736,0,B,1,,0,,GOOD
186687_00M28.jpg,186687,0,B,1,,12,,GOOD
262059_07M24.jpg,262059,7,B,1,,8,,GOOD
257699_03M42.jpg,257699,3,B,1,,26,,GOOD
062365_0M49.jpg,62365,0,B,1,,33,,GOOD
322842_02M17.jpg,322842,2,H,1,,1,,GOOD
336254_02M28.jpg,336254,2,B,1,,12,,GOOD
208435_08M28.jpg,208435,8,W,1,,12,,GOOD
120365_13F50.jpg,120365,13,W,-1,,34,,GOOD
255772_02M28.jpg,255772,2,B,1,,12,,GOOD
188774_02M29.jpg,188774,2,H,1,,13,,GOOD
331939_05F39.jpg,331939,5,B,-1,,23,,GOOD
298005_03M42.jpg,298005,3,B,1,,26,,GOOD
035625_1M51.jpg,35625,1,B,1,,35,,GOOD
324616_00M29.jpg,324616,0,B,1,,13,,GOOD
126448_0M33.jpg,126448,0,B,1,,17,,GOOD
293154_00M20.jpg,293154,0,B,1,,4,,GOOD
308790_03F25.jpg,308790,3,B,-1,,9,,GOOD
071148_5M43.jpg,71148,5,B,1,,27,,GOOD
250386_03M23.jpg,250386,3,B,1,,7,,GOOD
328867_00M29.jpg,328867,0,H,1,,13,,GOOD
151938_01M32.jpg,151938,1,B,1,,16,,GOOD
099188_1F37.jpg,99188,1,B,-1,,21,,GOOD
232163_01M23.jpg,232163,1,B,1,,7,,GOOD
254220_01M26.jpg,254220,1,B,1,,10,,GOOD
277102_00F28.jpg,277102,0,W,-1,,12,,GOOD
312105_01M18.jpg,312105,1,B,1,,2,,GOOD
210299_01M27.jpg,210299,1,B,1,,11,,GOOD
092469_0M35.jpg,92469,0,W,1,,19,,GOOD
180006_02M29.jpg,180006,2,B,1,,13,,GOOD
236858_06M24.jpg,236858,6,B,1,,8,,GOOD
302281_01M19.jpg,302281,1,B,1,,3,,GOOD
317696_02M17.jpg,317696,2,B,1,,1,,GOOD
232640_02M26.jpg,232640,2,B,1,,10,,GOOD
263204_01M40.jpg,263204,1,B,1,,24,,GOOD
325023_00M17.jpg,325023,0,B,1,,1,,GOOD
298904_00M24.jpg,298904,0,H,1,,8,,GOOD
044653_14M47.jpg,44653,14,B,1,,31,,GOOD
272480_01M29.jpg,272480,1,W,1,,13,,GOOD
302953_06M21.jpg,302953,6,B,1,,5,,GOOD
284042_02M20.jpg,284042,2,W,1,,4,,GOOD
311994_03F23.jpg,311994,3,B,-1,,7,,GOOD
257276_05M20.jpg,257276,5,B,1,,4,,GOOD
280477_01M19.jpg,280477,1,B,1,,3,,GOOD
290387_01F31.jpg,290387,1,W,-1,,15,,GOOD
313552_06F36.jpg,313552,6,B,-1,,20,,GOOD
079074_2M43.jpg,79074,2,B,1,,27,,GOOD
070827_3M39.jpg,70827,3,B,1,,23,,GOOD
277299_00M20.jpg,277299,0,W,1,,4,,GOOD
079190_1M44.jpg,79190,1,B,1,,28,,GOOD
061569_2M51.jpg,61569,2,W,1,,35,,GOOD
345899_01M20.jpg,345899,1,B,1,,4,,GOOD
272624_03M21.jpg,272624,3,B,1,,5,,GOOD
255765_01M37.jpg,255765,1,B,1,,21,,GOOD
083090_0M46.jpg,83090,0,B,1,,30,,GOOD
124495_3M34.jpg,124495,3,B,1,,18,,GOOD
291326_03M33.jpg,291326,3,B,1,,17,,GOOD
218455_05M25.jpg,218455,5,B,1,,9,,GOOD
097019_1M34.jpg,97019,1,B,1,,18,,GOOD
172912_04M32.jpg,172912,4,B,1,,16,,GOOD
340240_01M36.jpg,340240,1,H,1,,20,,GOOD
122122_11M47.jpg,122122,11,B,1,,31,,GOOD
281847_00M39.jpg,281847,0,B,1,,23,,GOOD
195056_00F51.jpg,195056,0,B,-1,,35,,GOOD
101134_00M45.jpg,101134,0,B,1,,29,,GOOD
077573_1M45.jpg,77573,1,W,1,,29,,GOOD
070967_01M39.jpg,70967,1,B,1,,23,,GOOD
056810_3M44.jpg,56810,3,W,1,,28,,GOOD
270040_01F20.jpg,270040,1,W,-1,,4,,GOOD
243388_03M23.jpg,243388,3,B,1,,7,,GOOD
266259_01M28.jpg,266259,1,B,1,,12,,GOOD
297417_04M18.jpg,297417,4,B,1,,2,,GOOD
225151_01F27.jpg,225151,1,B,-1,,11,,GOOD
072517_5M40.jpg,72517,5,B,1,,24,,GOOD
121526_2M32.jpg,121526,2,B,1,,16,,GOOD
058752_1M42.jpg,58752,1,B,1,,26,,GOOD
322514_03M48.jpg,322514,3,B,1,,32,,GOOD
320483_00M30.jpg,320483,0,H,1,,14,,GOOD
269943_16M52.jpg,269943,16,W,1,,36,,GOOD
337755_00M17.jpg,337755,0,B,1,,1,,GOOD
116534_0F39.jpg,116534,0,B,-1,,23,,GOOD
249452_06M24.jpg,249452,6,B,1,,8,,GOOD
131275_1M47.jpg,131275,1,B,1,,31,,GOOD
255592_04M43.jpg,255592,4,B,1,,27,,GOOD
326643_08M20.jpg,326643,8,B,1,,4,,GOOD
052042_0M47.jpg,52042,0,B,1,,31,,GOOD
286619_00M20.jpg,286619,0,B,1,,4,,GOOD
315499_01F38.jpg,315499,1,W,-1,,22,,GOOD
273982_00M25.jpg,273982,0,H,1,,9,,GOOD
059307_2M42.jpg,59307,2,W,1,,26,,GOOD
125655_2M33.jpg,125655,2,B,1,,17,,GOOD
068909_1M38.jpg,68909,1,W,1,,22,,GOOD
294852_07M19.jpg,294852,7,B,1,,3,,GOOD
328786_03M19.jpg,328786,3,B,1,,3,,GOOD
126353_2M31.jpg,126353,2,B,1,,15,,GOOD
182413_02M36.jpg,182413,2,W,1,,20,,GOOD
274761_00M23.jpg,274761,0,B,1,,7,,GOOD
307021_00F28.jpg,307021,0,B,-1,,12,,GOOD
224066_01F25.jpg,224066,1,B,-1,,9,,GOOD
069405_0M47.jpg,69405,0,W,1,,31,,GOOD
342219_02M26.jpg,342219,2,B,1,,10,,GOOD
334994_02M16.jpg,334994,2,B,1,,0,,GOOD
308141_06F19.jpg,308141,6,B,-1,,3,,GOOD
070327_0M41.jpg,70327,0,B,1,,25,,GOOD
061167_0M48.jpg,61167,0,B,1,,32,,GOOD
079553_1F42.jpg,79553,1,W,-1,,26,,GOOD
130639_1M34.jpg,130639,1,W,1,,18,,GOOD
151699_01M46.jpg,151699,1,B,1,,30,,GOOD
126345_0M30.jpg,126345,0,W,1,,14,,GOOD
309909_03M19.jpg,309909,3,B,1,,3,,GOOD
236322_05M25.jpg,236322,5,B,1,,9,,GOOD
344937_00M22.jpg,344937,0,B,1,,6,,GOOD
102013_5M39.jpg,102013,5,B,1,,23,,GOOD
136911_08M35.jpg,136911,8,B,1,,19,,GOOD
189971_01F34.jpg,189971,1,B,-1,,18,,GOOD
239276_01M23.jpg,239276,1,B,1,,7,,GOOD
192612_10M29.jpg,192612,10,B,1,,13,,GOOD
295777_11F53.jpg,295777,11,W,-1,,37,,GOOD
077346_3F37.jpg,77346,3,B,-1,,21,,GOOD
302745_01F47.jpg,302745,1,W,-1,,31,,GOOD
079855_1F43.jpg,79855,1,W,-1,,27,,GOOD
349196_00M16.jpg,349196,0,B,1,,0,,GOOD
330717_01M24.jpg,330717,1,H,1,,8,,GOOD
053626_04M45.jpg,53626,4,B,1,,29,,GOOD
245970_05F24.jpg,245970,5,W,-1,,8,,GOOD
108639_1F46.jpg,108639,1,B,-1,,30,,GOOD
247188_03M23.jpg,247188,3,B,1,,7,,GOOD
289343_00M70.jpg,289343,0,B,1,,54,,GOOD
340914_01M18.jpg,340914,1,W,1,,2,,GOOD
074008_2M49.jpg,74008,2,B,1,,33,,GOOD
215035_05M28.jpg,215035,5,W,1,,12,,GOOD
051879_3F54.jpg,51879,3,B,-1,,38,,GOOD
259314_01M43.jpg,259314,1,B,1,,27,,GOOD
135051_02M41.jpg,135051,2,B,1,,25,,GOOD
088004_1F51.jpg,88004,1,B,-1,,35,,GOOD
117005_2F35.jpg,117005,2,B,-1,,19,,GOOD
151325_00M31.jpg,151325,0,B,1,,15,,GOOD
126206_1M48.jpg,126206,1,B,1,,32,,GOOD
026988_1M61.jpg,26988,1,B,1,,45,,GOOD
138387_2M50.jpg,138387,2,B,1,,34,,GOOD
137801_1M47.jpg,137801,1,W,1,,31,,GOOD
